0;0;9,81;0;0;0;0;0,9285;0;0,3714
0,02;0;9,81;0;0;0;0;0,9285;0;0,3714
0,054;0;9,81;0;0;0;0;0,9285;0;0,3714
0,079;0;9,81;0;0;0;0;0,9285;0;0,3714
0,081;0;9,81;0;0;0;0;0,9285;0;0,3714
0,085;0;9,81;0;0;0;0;0,9285;0;0,3714
0,087;0;9,81;0;0;0;0;0,9285;0;0,3714
0,099;0;9,81;0;0;0;0;0,9285;0;0,3714
0,113;0;9,81;0;0;0;0;0,9285;0;0,3714
0,127;0;9,81;0;0;0;0;0,9285;0;0,3714
0,142;0;9,81;0;0;0;0;0,9285;0;0,3714
0,157;0;9,81;0;0;0;0;0,9285;0;0,3714
0,17;0;9,81;0;0;0;0;0,9285;0;0,3714
0,185;0;9,81;0;0;0;0;0,9285;0;0,3714
0,199;0;9,81;0;0;0;0;0,9285;0;0,3714
0,213;0;9,81;0;0;0;0;0,9285;0;0,3714
0,225;0;9,81;0;0;0;0;0,9285;0;0,3714
0,227;0;9,81;0;0;0;0;0,9285;0;0,3714
0,229;0;9,81;0;0;0;0;0,9285;0;0,3714
0,232;0;9,81;0;0;0;0;0,9285;0;0,3714
0,235;0;9,81;0;0;0;0;0,9285;0;0,3714
0,237;0;9,81;0;0;0;0;0,9285;0;0,3714
0,239;0;9,81;0;0;0;0;0,9285;0;0,3714
0,241;0;9,81;0;0;0;0;0,9285;0;0,3714
0,244;0;9,81;0;0;0;0;0,9285;0;0,3714
0,246;0;9,81;0;0;0;0;0,9285;0;0,3714
0,248;0;9,81;0;0;0;0;0,9285;0;0,3714
0,251;0;9,81;0;0;0;0;0,9285;0;0,3714
0,253;0;9,81;0;0;0;0;0,9285;0;0,3714
0,256;0;9,81;0;0;0;0;0,9285;0;0,3714
0,258;0;9,81;0;0;0;0;0,9285;0;0,3714
0,261;0;9,81;0;0;0;0;0,9285;0;0,3714
0,264;0;9,81;0;0;0;0;0,9285;0;0,3714
0,266;0;9,81;0;0;0;0;0,9285;0;0,3714
0,268;0;9,81;0;0;0;0;0,9285;0;0,3714
0,271;0;9,81;0;0;0;0;0,9285;0;0,3714
0,273;0;9,81;0;0;0;0;0,9285;0;0,3714
0,275;0;9,81;0;0;0;0;0,9285;0;0,3714
0,277;0;9,81;0;0;0;0;0,9285;0;0,3714
0,28;0;9,81;0;0;0;0;0,9285;0;0,3714
0,282;0;9,81;0;0;0;0;0,9285;0;0,3714
0,284;0;9,81;0;0;0;0;0,9285;0;0,3714
0,286;0;9,81;0;0;0;0;0,9285;0;0,3714
0,288;0;9,81;0;0;0;0;0,9285;0;0,3714
0,29;0;9,81;0;0;0;0;0,9285;0;0,3714
0,292;0;9,81;0;0;0;0;0,9285;0;0,3714
0,295;0;9,81;0;0;0;0;0,9285;0;0,3714
0,297;0;9,81;0;0;0;0;0,9285;0;0,3714
0,299;0;9,81;0;0;0;0;0,9285;0;0,3714
0,301;0;9,81;0;0;0;0;0,9285;0;0,3714
0,304;0;9,81;0;0;0;0;0,9285;0;0,3714
0,306;0;9,81;0;0;0;0;0,9285;0;0,3714
0,308;0;9,81;0;0;0;0;0,9285;0;0,3714
0,31;0;9,81;0;0;0;0;0,9285;0;0,3714
0,312;0;9,81;0;0;0;0;0,9285;0;0,3714
0,314;0;9,81;0;0;0;0;0,9285;0;0,3714
0,317;0;9,81;0;0;0;0;0,9285;0;0,3714
0,319;0;9,81;0;0;0;0;0,9285;0;0,3714
0,321;0;9,81;0;0;0;0;0,9285;0;0,3714
0,324;0;9,81;0;0;0;0;0,9285;0;0,3714
0,326;0;9,81;0;0;0;0;0,9285;0;0,3714
0,328;0;9,81;0;0;0;0;0,9285;0;0,3714
0,33;0;9,81;0;0;0;0;0,9285;0;0,3714
0,333;0;9,81;0;0;0;0;0,9285;0;0,3714
